"","identifier","text"
"549","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.4","et primus platonis ex multus ratiocinatio utilis unus quemadmodum ab is explicate sum pono locus aut ager par latus si sum quadro is oportet duplico qui opus sum genus numerus qui multiplicatio non invenio is descriptio linea emendo reperio sum autem is res hic demonstratio quadro locus qui sum longus et latus pedis deni efficio area pedis c si ergo opus sum is duplico is sum pedum cc ito ex par latus facio quaero sum qui magnus latus is quadro fio ut ex is cc pedis duplicatio area respondeo is autem numerus nemo possum invenio nam si xiiii constituo sum multiplico pedis cxcvi si xv pedis ccxxv"
"550","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.5","ergo quoniam is non explicate numerus in is quadro longus et latus pedis x qui sum lineus ab angulus ad angulus diagonios perduco utor divido duo trigonus aequus magnitudo singulus area pedum quinquageni ad is lineus diagonalis longitudo locus quadro par latus describo ito qui magnus duo trigonus in parvus quadro quinquageni pedum lineus diagonium sum designo idem magnitudo et idem pedum numerus quattuor in magnus sum efficio hic ratio duplicatio grammicus ratio ab platone utor schema subscribo sum in imus pagina explicate sum"
"551","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.6","ito pythagoras norma sinum artifex fabricatio invenio ostendo et qui magnus labor faber norma facio vix ad verus perduco possum is ratio et methodium emendo ex is praecipio explicate nam si sumo regula tres ex qui unus sum pedis iii alter pedis iiii tertius pedis v is regula inter sui compono tango alius alius suus cacumen extremus schema habeo trigonus deformo norma emendo ad is autem regula singulus longitudo si singulus quadro par latus describo qui sum tres latus area habeo pedis viiii qui iiii xvi qui v sum xxv"
"552","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.7","ito quantus area pedum numerus duo quadro ex tres pedis longitudo latus et quattuor efficio aequus tantus numerus reddo is unus ex quinque describo is pythagoras cum invenio non dubito ab musis sui in is inventio moneo magnus gratia ago hostio dico hic immolo is autem ratio quemadmodum in multus res et metior sum utilis etiam in aedificium scala aedificatio utor tempero habeo gradus libratio sum expedio"
"553","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.8","si enim altitudo contignatio ab superus coaxatione ad imus libramentum divido sum in pars tres sum is quinque in scala scapus justus longitudo inclinatio quare qui magnus sum inter contignatio et imus libramentum altitudo pars tres quattuor ab perpendiculum recedo et ibi con-loco inferus calcis scapus ito si sum tempero libro et gradus ipse scala sum collocatio ito is res sum subscribo formo"
"554","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.9","archimedis verus cum multus miror invenio et varius sum ex omnis etiam infinitus sollertia is qui expono video sum exprimo nimirum hiero enim syracusis augeo regius potestas res benus gero cum aureus corona votivus divus immortalis in quodam fanum constituo pono manupretium loco facio et aurum ad sacomam appendo redemptor is ad tempus opus manus facio subtilis rego ad-probo et ad sacomam pondus corona video sum praesto"
"555","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.10","posteaquam indicium sum facio demo auris tantusdem argentum in is coronarius opus admisceo sum indignor hiero sui contemno sum neque invenio qui ratio is furtum reprehendo rogo archimeden utor in sui sumo sui de is cogitatio tunc is cum habeo is res cura cado venio in balnea ibi cum in solium descendo animadverto quantus corpus sui in is insido tantus aqua extro solium effluo is cum is res ratio explicatio ostendo non sum moror sed exsilio gaudium moveo de solium et nudus vado domus universus significo clarus vox invenio qui quaero nam curro identidem graece clamo εὕρηκα εὕρηκα"
"556","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.11","tum verus ex is inventio ingredior duo facio dico massa aequus pondus qui etiam sum corona unus ex auris et alter ex argentum cum ito facio vas amplus ad superus labrum impleo aqua in qui demitto argenteus massa qui quantus magnitudo in vasum deprimo sum tantus aqua effluo ito eximo massa quantus parvus facio sum refundo sextarius metior ut idem modus qui prior sum ad labrum aequo ito ex is invenio quantus pondus argentum ad certus aqua metior respondeo"
"557","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.12","cum is experior sum tum aureus massa similis plenus vasum demitto et is eximo idem ratio metior addo invenio ex aqua numerus sextantum parvus quantus parvus magnus corpus idem pondus auris massa sum qui argentum postea verus repleo vasum in idem aqua ipse corona demitto invenio multus aqua defluo in corona qui in aurea idem pondus massa et ito ex is qui sum multus aqua in corona qui in massa ratiocinor reprehendo argentum in auris mixtionem et manifesta furtum redemptor"
"558","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.13","transfero mens ad archytae tarentini et eratosthenis cyrenaei cogito hic enim multus et gratus ab mathematicus res homo invenio ito cum in ceterus inventio sum gratus in is res cogitatio magnus sum suspicio alius enim alius ratio explico qui delo impero respondeo apollo utor ara is quantus habeo pedum quadro is duplico et ito sum utor qui sum in is insula tunc religio libero"
"559","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.14","ito archytas cylindrorum descriptio eratosthenes organicus mesolabium ratio idem explico cum hic sum tam magnus doctrina jucunditas animadverto et cogo naturalis inventio singulus res considero efficio moveo multus res attendo admiror etiam democriti de res natura volumen et is commentarium qui inscribo χειροκμήτων in qui etiam utor anulus signo amolcie sum experior"
"560","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.15","ergo is vir cogito non solus ad mos corrigo sed etiam ad omnis utilitas perpetuus sum praeparo athleta autem nobilitas brevis spatium cum suus corpus senesco ito neque cum magnus sum floreo neque posteritas hic quemadmodum sapio cogito homo vita prosum possum"
"561","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.16","cum verus neque mos neque instituo scribo praesto tribuo honor ipse autem per sui mens aer alo prospicio memoria gradus ad caelum effero aevum immortalis non modus sententia sed etiam figura is posterus cogo sum nosco ito qui littera jucunditas instinctus habeo mens non possum non in suus pectus dedico habeo sicuti deus sic ennii poeta simulacrum accii autem carmen qui studiosus delector non modus verbum virtus sed etiam figura is video sui habeo praesens sum"
"562","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.17","ito multus post noster memoria nascor cum lucretio video velut coram de res natura disputo de ars verus rhetoricor cum cicerone multus posterus cum varrone confero sermo de lingua latino non parvus etiam multus philologus cum graecorum sapio multus delibero secerno cum hic video habeo sermo et ad superus sapio scribo sententia corpus absum vetustas floreo cum insum inter consilium et disputatio magnus habeo qui praesens sum auctoritas omnis"
"563","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.preface.18","ito caesar hic auctor fretus sensus is adhibeo et consilium is volumen conscribo et prior septem de aedificium octavus de aqua in hic de gnomonice ratio quemadmodum de radius solum in mundus sum per umbra gnomon invenio quisque ratio dilato aut contraho explicate"
"564","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.1","is autem sum divino mens comparo habeo admiratio magnus considero qui umbra gnomon aequinoctialis alius magnitudo sum athenis alius alexandriae alius romae non idem placentia ceter orbis terra locus ito longus aliter disto descriptio horologium locus mutatio umbra enim aequinoctialis magnitudo designo analemmatorum formus ex qui perficio ad ratio locus et umbra gnomon hora descriptio ἀνάλημμα sum ratio conquaero solum curro et umbra cresco ad bruma observatio invenio ex qui per ratio architectonicus circinique descriptio sum invenio efficio in mundus"
"565","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.2","mundus autem sum omnis natura res conceptio superus caelum sidus et stella cursus conformo is volvo contineo circos terra atque mas per axis cardo extremus nam in hic locus naturalis potestas ito architectata sum con-loco cardo tamquam centrum unus ab terra immanis spatium in superus mundus atque post ipse stella septentriones alter trans contra sub terra in meridianus pars ibi circos is cardo orbiculus circos centrum utor in tornus perficio qui graece π́ολοι nomino per qui pervolito sempiternus caelum ito medius terra cum marum centrum locus naturalis sum con-loco"
"566","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.3","hic natura dispono ito utor septentrionalis pars ab terra excello habeo altitudo centrum in meridianus autem pars in inferus locus subicio ab terra obscuro tunc etiam per medius transverto et inclino in meridies circulus de latus zona xii signum sum conformo is species stella dispono xii pars peraequo exprimo depingo ab natura figuratio ito luceo cum mundus reliquus sidus orno circos terra mare pervolo curro perficio ad caelum rotunditas"
"567","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.4","omnis autem visito et invisitatus tempus necessitas sum constituo ex quis sex signum numerus supra terra cum caelum pervagor ceter sub terra subeo ab is umbra obscuro sex autem ex hic semper supra terra nitor quantus pars enim novus signum depressio cogo versatio subeo sub terra occulto tantusdem is contrarius ex conversatio necessitas suppressor rotatio circumago trans locus pateo ex obscurus egredior ad lux nam vis unus et necessitas utrimque simul orior et occido perficio"
"568","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.5","is autem signum cum sum numerus xii pars duodecimus singulus possideo mundus verso ab orior ad occido contineo tunc per is signum contrarius curro luna stella mercurii venio ipse sol ito martes et io et saturni ut per gradus ascensio percurro alius alius circuitio magnitudo ab occido ad orior in mundus pervagor luna dies octavus et vicesimus et amplus circiter hora caelum circuitio percurro ex qui signum coepio eo ad is signum reverto perficio luno mensis"
"569","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.6","sol autem signum spatium qui sum duodecimus pars mundus metior verto vado transeo ito xii mensis xii signum intervallum pervagor cum redeo ad is signum unde coepio perficio spatium verto annus ex is qui circulus luna terdecies in xii mensis percurro is sol idem mensis semel permetior mercurii autem et venio stella circo solum radius utor per centrum is iter corono regredior retroversus et retardatio facio etiam statio propter is circinatio moror in spatium signum"
"570","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.7","is autem ito sum magnus cognosco ex venio stella qui is cum sol sequor post occido is appareo in caelum clarus luceo vesperugo vocito alius autem tempus is antecurro et orior ante lux lucifer appello ex is nonnumquam multus dies in unus signum commoro alius celer ingredior in alter signum ito qui non aequus perago numerus dies in singulus signum quantus sum moror prior transilio celer iter perficio justus curro ito efficio utor qui demoror in nonnullus signum nihil cum eripio sui ab necessitas morus celeriter consequor justus circuitio"
"571","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.8","ito autem in mundus mercurii stella ito pervolito utor trecentesimus et sexagensimo dies per signum spatium curro pervenio ad is signum ex qui prior circumlatione coepio facio curro et ito peraequo is ito ut circiter triceni dies in singulus signum habeo numerus ratio"
"572","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.9","venio autem cum sum libero ab impeditio radius solum xxx dies percurro signum spatium qui parvus quadrageni dies in singulus signum patior cum statio facio restituo is superus numerus in unus signum moror ergo totus circinatio in caelum quadringentesimus et octogesimus et quintus dies permetior iterum ineo signum ex qui signum prior ito facio coepio"
"573","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.10","martes verus circiter sescentesimus octogesimus tertius sidus spatium pervagor pervenio is ex qui initium facio curro facio ante et in qui signum celer percurro cum statio facio expleo dies numerus ratio io autem placidus gradus scando contra mundus versatio circiter ccclx dies singulus signum permetior et consisto post annus xi et dies cccxiii et redeo in is signum in qui ante xii annus sum saturni verus mensis undetriginta et amplus paucus dies pervado per signum spatium annus nonus et vicesimus et circiter dies clx in qui ante tricesimus sum annus in is restituo ex is qui parvus ab extremus disto mundus tantus magnus circinatio rota percurro tardus video sum"
"574","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.11","is autem qui supra solum ito circinatio perago magnus cum in trigonus sum qui is ineo tum non progredior sed regredior facio moror donum cum idem sol de is trigonus in alius signum transitio facio is autem nonnullus sic fio placeo qui aio sol cum longus absum absto quidam non lucidus iter erro per is sidus obscuritas moratio impedio nos verus is non video solum enim splendor perspicibilis et pateo sinum ullus obscuratio sum per omnis mundus ut etiam nos appareo cum facio is stella regredior et moratio ergo si tantus intervallum noster species possum is animadverto quis ito divinitas splendor astrum judico obscuritas obicio possum"
"575","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.12","ergo potis is ratio nos consto qui fervo quemadmodum omnis res evoco et ad sui duco ut etiam fructus ex terra surgo in altitudo per calor video non parvus aqua vapor ab fons ad nubes per arcus excito idem ratio solum impetus vehemens radius trigonus formo porrigo insequor stella ad sui perduco et ante curro velut refreno retineo non patior progredior sed ad sui regredior in alter trigonus signum sum"
"576","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.13","fortasse desidero quis ito sol quintus ab sui signum potis qui sequor aut tertius qui sum propior facio in hic fervor retentio ergo quemadmodum is fio video expono is radius in mundus utor trigonus par latus formus lineatio extendo is autem neque multus neque parvus sum ad quintus ab is signum igitur si radius per omnis mundus fundo circinatio vago neque extentio porrigo ad trigonus formus linearentur propior flagro is autem etiam euripides graecorum poeta animadverto video aio enim qui longus ab sol sum hic vehemens ardeo propior verus is tempero habeo ito scribo in fabula phaethonte sic καίει τὰ πόρρω τἄγγυθεν δ εὔκρατ ἔχει"
"577","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.14","si ergo res et ratio et testimonium poeta vetus is ostendo non puto aliter oportet judico nitor quemadmodum de is res supra scribo habeo io autem inter martes et saturni circinatio curro magnus qui mars parvus qui saturnus pervolo curro ito reliquus stella qui magnus absum spatium ab extremus caelum proximus habeo terra circinatio celer pervagor video qui quicumque is parvus circinatio perago saepis subeo praetereo superus"
"578","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.15","quemadmodum si in rota qui figulus utor in-pono sum septem formica canalis totidem in rota facio sum circos centrum imus ad-cresco ad extremus in qui hic cogo circinatio facio verso rota in alter pars necesse sum is contra rota versatio nihil adverto iter perficio et qui proximus centrum habeo celer pervagor quisque extremus orbis rota perago etiamsi aequus celeriter ambulo propter magnitudo circinatio multus tardus perficio curro similis astrum nitor contra mundus curro suus iter perficio circumeo sed caelum versatio redundatio refero cottidianus tempus circumlatione"
"579","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.1.16","sum autem alius stella tempero alius fervo etiam frigidus hic sum causa video qui omnis ignis in superus locum habeo scando flamma ergo sol aether qui sum supra sui radius exuro efficio candeo in qui locus habeo curro martes stella ito fervo ab ardor solum efficio saturni autem qui sum proximus extremus mundus tango congelo caelum regio vehemens sum frigidus ex is io cum inter uter circuitio habeo curro ab refrigeratio calor is medius convenio tempero habeo video efficio de zona xii signum et septem astrum contrarius opus atque curro qui ratio et numerus transeo ex signum in signum et circumeo is utor ab praeceptor accipio expono nunc de cresco lumen luna deminutio utor trado sum nos ab magnus dico"
"580","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.2.1","berosus qui ab chaldaeorum civitas sive natio progredior in asia etiam disciplina chaldaicam patefacio ito sum profiteor pila sum ex dimidius pars candeo reliquus habeo caeruleum color cum autem curro iter sui perago subeo sub orbis solum tunc is radius et impetus calor corripio converto candeo propter is proprietas lumen ad lumen cum autem is voco ab solum orbis superus specto tunc inferus pars is qui candeo non sum propter aer similitudo obscurus video cum ad perpendiculum is sum ad is radius totus lumen ad superus species retineo et tunc is voco primus"
"581","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.2.2","cum praetereo vado ad orior caelum pars relaxo ab impetus solum extremus is pars candentia oppidum qui teneo lineus ad terra mitto splendor et ito ex is is sequor voco cottidianus autem versatio remissio tertius quartus in dies numero septimus dies cum sol sum ad occido luna autem inter orior et occido medius caelum teneo regio qui dimidius pars caelum spatium disto ab sol ito dimidius candentia converto habeo ad terra inter sol verus et luna cum disto totus mundus spatium et luna orior sol trans contra sum ad occido is qui longus absum ab radius remitto xiiii dies plenus rota totus orbis mitto splendor reliquus dies decresco cottidianus ad perfectio luno metior versatio et curro ab sol revocatio subeo sub rota radius is et ito menstruus dies efficio ratio"
"582","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.2.3","utor autem aristarchus samius mathematicus vigor magnus ratio varietas disciplina de idem res relinquo expono non enim lateo luna non suus proprius habeo lumen sed sum utor speculum et ab solum impetus recipio splendor nam luna de septem astrum circulus proximus terra in cursus parvus pervagor ito quot mensis sub rota solum radius unus dies antequam praetereo lateo obscuro cum sum cum sol novo voco posterus autem dies qui numero sequor praetereo ab sol visitatio facio tenuis extremus rotundatio cum triduum recedo ab sol cresco et multus in-lumino cottidie verus discedo cum pervenio ad dies septimus disto ab sol occido circiter medius caelum regio dimidius luceo et is qui ad sol pars specto is sum in-lumino"
"583","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.2.4","quartus autem decimus dies cum in diametros spatium totus mundus absum ab sol perficio plenus et orior cum sol sum ad occido ideo qui totus spatium mundus disto consisto contra et impetus solum totus orbis in sui recipio splendor septimus decimus dies cum sol orior is premo sum ad occido vicesimus et alter dies cum sol sum exorior luna teneo circiter caelum medius regio et is qui specto ad sol is habeo lucidus reliquus obscuro ito cottidie curro facio circiter octavus et vicesimus dies subeo sub radius solum et ito menstruus perficio ratio nunc ut in singulus mensis sol signum pervado augeo et minuo dies et hora spatium dico"
"584","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.3.1","nam cum aries signum ineo et pars octavus pervagor perficio aequinoctium vernus cum progredior ad cauda taurus sidus vergiliarum ex qui emineo dimidius pars prior taurus in magnus spatium mundus qui dimidius procurro procedo ad septentrionalis pars ex taurus cum ingredior in geminus exorior vergiliis magnus cresco supra terra et augeo spatium dies deinde ex gemini cum ineo ad cancer qui brevis teneo caelum spatium cum pervenio in pars octavus perficio solstitialis tempus et perago pervenio ad caput et pectus leo qui is pars cancer sum attribuo"
"585","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.3.2","ex pectus autem leo et finis cancer solum exeo percurro reliquus pars leo in-minuo dies magnitudo et circinatio redeo in geminus aequalis curro tunc verus ab leo transeo in virgo progredior ad sinum vestio is contraho circinatio et aequo ad is qui taurus habeo curro ratio ex virgo autem progredior per sinum qui sinus libra pars habeo primus in libra pars viii perficio aequinoctium auctumnalis qui curro aequo is circinatio qui sum in aries signum"
"586","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.3.3","scorpio autem cum sol ingredior sum occido vergiliis minuo progredior meridianus pars longitudo dies ex scorpio cum percurro ineo in sagittarius ad femina is contraho diurnus pervolo curro cum autem incipio ab femur sagittarius qui pars sum attribuo capricorno ad pars octavus brevis caelum percurro spatium ex is ab brevitas diurnum bruma atque dies brumalis appello ex capricorno autem transeo in aquarium adaugeo et aequo sagittarius longitudo dies spatium ab aquarium cum ingredior sum in piscis favonio flo scorpio comparo aequalis curro ito sol is signum circos pervagor certus tempus augeo aut minuo dies et hora spatium nunc de ceterus sidus qui sum dexter atque sinister zona signum meridianus septentrionalis pars mundus stella dispono figuro dico"
"587","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.4.1","nam septentriones qui graeci nomino ἄρκτον sive ἑλίκην habeo post sui con-loco custos ab is non longus conformo sum virgo qui supra umerus dexter lucidus stella nitor qui nos provindemiator graeci προτρυγητήν voco candeo autem magnus spico is sum coloro ito alius contra sum stella medius genuorum custos artus qui arceo dico sum ibi dedico"
"588","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.4.2","ex regio caput septentriones transverto ad pedis geminus auriga sto in superus cornus taurus ito qui in superus cornus laevus sum auriga pedis unus teneo pars stella et applico auriga manus haedus capra laevus umerus taurus quidem et aries insuper perseus dexter subter curro basem vergiliis at sinisterioribus caput aries et manus dexter innitor cassiepiae simulacrum laevus supra taurus teneo gorgoneum ad superus caput subicio andromedae pedis"
"589","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.4.3","ito piscis supra andromedam ex aequus venter ex aequus sum supra spina equus qui venter lucidus stella finio venter equus et caput andromedae manus andromedae dexter supra cassiepiae simulacrum sum constituo laevus supra aquilonalem piscis ito aquarius supra equus caput sum equus ungula attingo aquarius ex regio volucris inter cepheum et andromedae genu cassiepia medius sum dedico capricorni supra in altitudo aquilus et delphinus sequor is sum sagitta ab is autem non longus volucris qui penna dexter cephei manus attingo et sceptrum laevus supra cassiepiae innitor sub avia cauda pedis equus sum subicio"
"590","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.4.4","indo sagittarius scorpio libra insuper serpens superus rostrum corona tango is medius ophiuchos in manus teneo serpens laevus pedis calco medius frons scorpio ab pars ophiuchi caput non longus pono sum caput is qui dico nitor in genu is autem facilis sum caput vertex ad cognosco qui non obscurus stella sum conformo"
"591","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.4.5","pes ingeniculo adeo fulcio caput tempus serpens qui per vipereus flecto parvus artus qui septentriones dico implico delphinum contra volucris rostrum sum propono lyron inter umerus custos et geniculo corona sum ordino in septentrionalis verus circulus duo pono sum arctous scapulae ex regio dorsum inter sui compono et pectus averto ex qui parvus κυνόσουρα magnus ἑλίκη ab graecis appello is caput inter sui dispicio sum constituo cauda caput is adverto contra dispono figuro uter enim supero emineo"
"592","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.4.6","in superus per cauda is sum dico ito serpens sum porrigo ex qui stella qui dico polus eluceo contra caput magnus septentriones nam qui sum proximus draco circos polus caput is involvo imus verus circos cynosurae caput injecto sum flecto porrigo proximus is pedis hic autem intorqueo replico sui attollo reflecto ab caput parvus ad magnus circo rostrum et caput tempus dexter ito supra cauda parvus pedis sum cephei ibi ad superus cacumen facio stella sum trigonus par latus insuper aries signum septentriones autem parvus et cassiepiae simulacrum complures sum stella confundo qui sum ad dexter orior inter zona signum et septentriones sidus in caelum dispono dico sum nunc explicate qui ad sinister orior meridianus pars ab natura sum distribuo"
"593","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.5.1","primus sub capricorno subicio piscis austrinus cauda prospicio cetus ab is ad sagittarius locus sum inanis turibulum sub scorpio aculeus centauri prior pars proximus sum libra et scorpio teneo in manus simulacrum is qui bestia astrum pereo nomino virgo et leo et cancer anguis porrigo agmen stella intorqueo succingo regio cancer erigo rostrum ad leo medius corpus sustineo craterem ad manus virgo cauda subicio in qui insum corvus qui sum autem supra scapula peraeque sum luceo"
"594","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.5.2","ad anguis inferus venter sub cauda subicio sum centaurus juxta cratera et leo navis sum qui nomino argo qui prora obscuro sed malus et qui sum circo gubernaculum emineo video ipse navicula et puppis per superus cauda cano jungo geminus autem minusculus cano sequor contra anguis caput magnus ito sequor parvus oreon verus transverto sum subicio premo ungula taurus manus laevus pellis teneo clava alter ad geminus tollo"
"595","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.5.3","apud is verus basim cano parvus intervallum insequor lepor aries et piscis cetus sum subicio ab qui crista ordino uter piscis dispono sum tenuis fusio stella qui graece vocito ἁρπεδόναι magnus intervallum introrsum premo nodus sero attingo superus cetus crista sum sum per species stella flumen profluo initium fons capio ab laevus pedis orionis qui verus ab aquarium fundo memoro aqua profluo inter piscis austrinus caput et cauda cetus"
"596","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.5.4","qui figuro conformo sum sidus in mundus simulacrum natura divinum mens designo ut democrito physicus placeo expono sed tantus is qui orior et occido possum animadverto et oculus contueor nam utor septentriones circos axis cardo verso non occido neque sub terra subeo sic circo meridianus cardo qui sum propter inclinatio mundus subicio terra sidus versabundus lateo non habeo egredior orior supra terra ito is figuratio propter obstantia terra non sum nosco hic autem res index sum stella canopi qui hic regio sum ignosco renuntio autem negotiator qui ad extremus aegypti regio proximus ulter finis terra terminatio sum"
"597","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.6.1","de mundus circo terra pervolito duodecim signum ex septentrionalis meridianus pars sidus dispositio ut sum perspicio doceo nam ex is mundus versatio et contrarius solum per signum curro gnomon aequinoctialis umbra analemmatorum invenio descriptio"
"598","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.6.2","ceter ex astrologia qui efficio habeo signum xii stella v sol luna ad humanus vita ratio chaldaeorum ratiocinatio sum concedo qui proprius sum is genethlialogiae ratio utor possum ante facio et sum ex ratiocinatio astrum explicate is autem inventio relinquo inquam is res sollertia acumen sum magnus qui ab ipse natio chaldaeorum profluo primus berosus in insula et civitas coo consido ibi aperio disciplina post is studeo antipater iterum athenodorus qui etiam non ex nascor sed ex conceptio genethlialogiae ratio explicate relinquo"
"599","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.6.3","de naturalis autem res thales milesius anaxagoras clazomenius pythagoras samius xenophanes colophonius democritus abderites ratio qui ex res natura res guberno quemadmodum quisque efficio habeo excogito relinquo qui invenio sequor sidus ad orior et occido tempestas significo eudoxus euctemon callippus meto philippus hipparchus aro ceterum ex astrologia parapegmatorum disciplina invenio et is posterus explicate relinquo qui scientia sum homo suspicio qui tantus curo sum ut etiam video divino mens tempestas significo post sum ante pronuntio qui ob res hic is cura studium sum concedo"
"600","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.1","nos autem ab hic separo sum ratio et explicate menstruus dies brevitas ito dilatatio nam sol aequinoctialis tempus aries libro verso qui ex gnomon pars habeo novo is umbra facio viii in declinatio caelum qui sum romae ito athenis qui magnus sum gnomon pars quattuor umbra sum tres ad vii rhodo v ad xi tarenti ix ad quinque alexandriae tres ceter omnis locus alius alius modus umbra gnomon aequinoctialis ab natura res invenio disparo"
"601","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.2","ito in quicumque locus horologium sum describo is locus sumo sum aequinoctialis umbra et si sum quemadmodum romae gnomon pars novo umbra octo lineus describo in planities et ex medius πρὸς ὀρθᾶς erigo ut sum ad norma qui dico gnomon et ab lineus qui sum planities in lineus gnomon circino novo spatium dimetior et qui locus nonus pars signum sum centrum constituo ubi sum littera ab et diduco circino ab is centrum ad lineus planities ubi sum littera b circinatio circulus describo qui dico meridianus"
"602","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.3","deinde ex novo pars qui sum ab planities ad gnomon centrum viii sumo et signo in lineus qui sum in planities ubi sum littera c hic autem sum gnomon aequinoctialis umbra et ab is signum et littera c per centrum ubi sum littera ab lineus perduco ubi sum solum aequinoctialis radius tunc ab centrum diduco circino ad lineus planities aequilatatio signo ubi sum littera ex sinisteriore pars et d ulterior in extremus lineus circinatio et per centrum perduco ut aequus duo hemicyclium sum divido hic autem lineus ab mathematicus dico horizon"
"603","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.4","deinde circinatio totus sumo pars sum xv et circini centrum con-loco in lineus circinatio qui locus sequor is lineus aequinoctialis radius ubi sum littera f et signo dexter sinister ubi sum littera g h deinde ab hic et per centrum lineus usque ad lineus planities perduco sum ubi sum littera eo k ito sum solum radius unus hibernus alter aestivus contra autem ex littera d sum qui sequor circinatio lineus qui sum traicio per centrum ubi sum littera ab et contra g sum littera eo et m et contra h littera sum k et l et contra c et f et ab sum littera n"
"604","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.5","tunc perduco sum διαμέτρω ab g ad l et ab h ad m qui sum superus pars sum aestivus inferus hibernus is διαμέτρω sum aequus medius divido ubi sum littera o et p ibi centrum signo et per is signum et centrum ab lineus ad extremus lineus circinatio sum perduco ubi sum littera q et r hic sum lineus πρὸς ὀρθᾶς radius aequinoctialis voco autem hic lineus mathematicus ratio axon et ab idem centrum diduco circino ad extremus diametros describo hemicyclium qui unus sum aestivus alter hibernus"
"605","urn:cts:latinLit:phi1056.phi001.perseus-lat1:9.7.6","deinde in qui locus sequor lineus paralleloe lineus is qui dico horizon in dexter pars sum littera s in sinisteriore t et ab littera s duco lineus parallelus axon ad extremus dexter hemicyclium ubi sum littera v et ab t ad sinister hemicyclium ito parallelus lineus duco ad littera x hic autem paralleloe lineus vocito locothomus et tum circini centrum con-loco sum is locus qui sequor circinatio aequinoctialis radius ubi sum littera f et diduco ad is locus qui sequor circinatio aestivus radius ubi sum littera h ex centrum aequinoctialis intervallum aestivus circinatio circulus menstruus ago qui menaeus dico ito habeo analemmatos deformatio"
